Category,Resume_Details,experience_years,skills
workday,suitable positions techno functional consultant would help utilize grow individual deliver growth notice highlights workday studio hcm benefits leave absence trainings financials workday studio strong eib inbound outbound objects dashboards ccw picof calc birt implementations configuration security achievements successfully major implementations new hires provide internally technical workday hcm hcm lms writer eib calc payment connectors workday studio security benefits talent etc connectors picof document transformation birt code app engine xslt consultant wipro till software engineer infosys erp workday hcm workday previous excellent functional hcm modules hcm leave absence setup etc expertise steps condition rules implementation issues implementation post implementation end end implementation leave absence condition rule ion leave families leave types absence condition rules absence hands inbound outbound integrations connectors studio birt custom_report types matrix composite writer expertise payroll integrations adp nga picof peci connectors participate activities workday alignment sessions discovery meetings touchpoint meetings configuration production familiar salesforce hplm incidents expertise eibs enterprise interface builder within etv xtt functions payroll hands security functional area security polices domains etc expertise workday leave absence modules befit plan etc leave absence hcm condition rules steps etc complex studio syncope different inbound outbound eib workday matrix composite birt tool monitor community portal find new enhancements new upgrade implement enhancements requirement changes excellent analytical problem communication interpersonal ability interact individuals levels consistently meets goals target update integrations hrit request player accept challenges sound industry transformation xml different hands new security groups security groups domains security polices security policies security obj xml wd_soap rest eib outbound integrations employees external gdw add additional functionalities different picof integrations code level configuration level compensation transfer etc new matrix hris isu issg coordinate uat phase change request studio multiple sti lti amount workday studio picof outbound generate multiple files hire termination otp allowance third party payroll per sfdc cases start proxy access hrss perform transactions migration sandbox production create per matrix composite dash boards birt prepare requirement specification document technical documents advance matrix search box eib outbound integrations recruitment hcm compensation modules ccw peci integrations delta changes workday adp studio inbound outbound integrations ccw picof output xml files text files functional concepts condition rules steps hands_on xslt code sandbox production security roles access restrictions domain level level provide day day workday integrations issues english hindi telugu workday consultant wipro till workday consultant infosys consultant infosys aug_2017 known,4+ years,"['app engine', 'birt', 'calculated fields', 'ccw', 'ci', 'core hcm', 'eib', 'peci', 'report writer', 'service now', 'soap', 'web services', 'workday', 'workday hcm', 'workday integrations', 'workday studio', 'xml', 'xslt']"
workday,workday hcm fcm name kumar workday consultant workday consultant security enhancement understand functional areas hcm well workday financial hcm hcm absence time benefits fcm procure pay payables assets expense revenue technically proficient customizations enhancements writer eib workday studio templates worker picoff peci workday studio components workday_in workday_out rest workday_out soap a_sync mediation splitter aggregator mvel store xml xslt soap peci payroll interface effective changes objects configurations security areas requirement expertise analyst matrix composite incident change requests bau complex single instance lookup value lookup eib inbound load file workday cost center otp transfer change emergency contact etc security configurations object per requirement security configurations isu security groups lower tenant sandbox production object transporter problem communication currently workday consultant itc infotech senior software engineer technical major roles new pull new hires worker document transformation uses integrations xml output source input eib inbound connectors peci payroll effective change interface template simple secure integrations workday enterprise interface builder eib objects per requirements inbound outbound creation workday eib connectors job anniversary alerts workers managers initiation otp plan lookup audit security groups permissions domain security policies inbound studio soap router component load compensation workday emergency contacts cost center time payments bank account enterprise interface builder eib add org onetime payments etc xslt code per cr_request new xslt code different info types hands etv xtt functions document transformation hands_on xslt code lower tenet sandbox production object transporter requirements functional documents roles eib outbound integrations contract workday sales mangers email group inbound workday studio workday soap router component load currency rates workday worktag configurations arrange rule set worktag functionality validations maintain validations requirement new transactions requirement field transfer promotion etc new supplier balance cash basis spend revenue categories basis requirement requirements new integrations workday writer integrations third party enterprise interface builder eib track resolve issues current maintain relationships members internal external vendors finance audit phase provide access audit modules newly sequence generators templates inbound results integrations areas within setup security workday configuration roles engine file layout component interface broker technical documents towards interfaces conversions documents built records sub records keys records assign edits prompt online changes pages components menus translate values engines bulk external systems code implement specific rules validations enable perform file layout definition get legacy peoplesoft scheduler issues interfaces ran issues queries order help activity query email different country fscm heads query xml publisher file layout engine component interface file layout excel xml educational computer science bharath chennai nagarjuna guntur erp workday technical writer eib picof workday studio document transformation sql workday security configuration languages xml xslt code systems windows linux name workday enhancement itc infotech duration till workday consultant eib peci studio workday enhancement wipro duration software engineer eib picof workday studio name peoplesoft wipro duration software engineer pt sqr code,6+ years,"['ae', 'application engine', 'c', 'calculated fields', 'ci', 'component interface', 'core hcm', 'eib', 'file layout', 'integration broker', 'linux', 'peci', 'process scheduler', 'ps query', 'report writer', 'soap', 'sql', 'sqr', 'web services', 'windows', 'workday', 'workday hcm', 'workday studio', 'xml', 'xslt']"
workday,venkateswarlu workday consultant implementations workday hcm integrations full life cycle implementation key developer must hands technical workday hcm suite xslt workday studio workday security etc strong exposure phases implementation lifecycle namely requirement analysis hands inbound outbound integrations studio birt eib security writer etc expertise payroll interfaces picof peci help workday studio document transformation meet complex payroll requirements custom_reports types matrix composite writer tool help calc per requirement security integrations well security group track resolve issues current maintain relationships members internal hcm absence time external vendors workday hcm benefits payroll time modules strong workday studio inbound outbound integrations exposure edit tenant setup configuration hcm security notifications analytics transformation code xml different security troubleshoot day day issues workday integrations issues fix root causes strong analytical communication presentation negotiation abilities tool object transporter move objects workday consultant genpact bangalore till software engineer osi hyderabad bachelor tech jntuh workday workday hcm workday writer connectors picof document transformation workday studio eib workday security lang xml xslt x_path soap xml windows windows aig implementation workday hcm description american international group inc known aig multinational finance insurance corporation operations countries jurisdictions aig companies operates businesses general insurance life retirement standalone subsidiary general insurance includes commercial insurance international field operations life retirement includes group retirement individual retirement life institutional markets aig proud sponsor aig women open golf workday consultant requirements phase prepare requirement specification document technical documents advance matrix search nbox eib inbound outbound integrations recruitment hcm compensation payroll modules ccw weci integrations delta changes picof peci integrations payroll changes build maintain integrations types eib connectors payroll connectors studio provide day day workday integrations issues studio inbound outbound integrations complex integrations ccw picof output xml files text files functional concepts hands_on xslt code lower tenet sandbox production security roles access restrictions domain level level sequence generators templates inbound results toll group implementation workday hcm description toll global logistics tgl division toll group provides calls logistics solutions across region division offers range transport division operates fleet air sea rail road vehicles vessels fleet vehicles courier trucks prime movers b_doubles trailers units containers ships vessels aeroplanes across region specifically tgl small cargo ships ferry container trucks nearby ports fleet trucks hino fuso prime movers single trailers mover tgl trucks peoplesoft consultant simple matrix calculation simple inbound outbound integrations eib tool create ccw outbound integrations worker job position leave absence payroll outbound integrations picof tool create workday studio inbound outbound programs send external systems activities move code tenant tenant perform unit activities errors,5.3 years,"['birt', 'calculated fields', 'ccw', 'core hcm', 'eib', 'peci', 'report writer', 'soap', 'web services', 'windows', 'workday', 'workday hcm', 'workday integrations', 'workday studio', 'xml', 'xslt']"
workday,vinay kumar workday functional consultant expertise total workday functional consultant functional modules workday hcm supervisory delegation cost center locations security workday functional integrations modules hcm compensation time absence payroll benefits performance security groups job simple matrix composite integrations eib connectors xml structure objects hands_on xslt code lower tenant sandbox production object transporter excellent object supervisory matrix compensation salary different grades allowances performance time termination strong player excellent interpersonal communication leadership ready take independent challenge ability technical workday studio workday security writer eib etc languages xml xslt studio document microsoft excel microsoft word microsoft powerpoint master administration workday consultant tech mahindra till tech mahindra type workday enhancements designation workday consultant roles develop new integrations eib requirements modifications multiple enhancements field hands_on lower tenet sandbox production object transporter template location worker document transformation transfer ownership schedule inbound outbound eib concepts eib integrations configure workday configurable security per requirements eib inbound integrations employees emergency contacts compensation one_time payments bank account cost center monitor schedulers errors document transformation integrations get changes file csv format xml output strong cr_change requests per requirement changes production mass eibs calls update status well clarifications day day workday hcm integrations issues tech mahindra type peoplesoft enhancements designation analyst roles engines bulk external systems track resolve issues current maintain relationships members internal external vendors technical documents towards interfaces conversions documents built records sub records keys records assign edits prompt online changes pages components menus translate values engines bulk external systems code implement specific rules validations enable perform file layout definition get legacy peoplesoft scheduler issues interfaces ran issues queries order help activity query xml publisher file layout engine component interface file layout excel xml declaration hereby declare true best,4.2 years,"['application engine', 'calculated fields', 'ci', 'component interface', 'core hcm', 'eib', 'file layout', 'process scheduler', 'ps query', 'report writer', 'web services', 'workday', 'workday hcm', 'xml', 'xslt']"
React Developer,name ravali curriculum vitae specialization computer science engg utilize technical target best performance manual strong sdlc concepts extensive extreme adhoc reliability exploratory concepts test cases test scenarios globalization compatibility regression test plan agile methdology scrum methodology expertise scrum extreme sprint retrospective product backlog bug triage extreme normalization java method method static nonstatic variables constructor abstraction encapsulation courses industrial exposure achievements cyber security sjbit volleyball olympics distict level assignements functional test cases test cases whatsapp test cases found defects usability camaptibility globalization strengths gender female father name fasala reddy languages known english telugu kannada hindi address thirumaladevarahalli parthihalli kodigenahalli madhugiri tumkur state karnataka hereby declare true best ravali bangalore degree course institute board percentage cgpa year cgpacgpa institute vtu cgpa diploma aryabharathi polytechnic karnataka state board technical examination bengaluru sslc empress girls high school karnataka secondary board academic year completion smart farmland crop prevention animal intrusion detection cnn library course duration internship zerozilla month industry industry zerozilla software bengaluru webtechnology php sql java full stack,1 months,"['java', 'sql']"
React Developer,susovan bag position field science utilize individual growth enhance academic give best ccna c++ java html css sql oops algorithms structures dbms linux linux administration soft leadership collaboration communication languages english fluent hindi fluent bengali native telugu smart agriculture built product farmers iot solution automatic water motor controller iot android api automate water motor controllers sensors bookstore interface manage purchase return books books store hotel front end module hotel website html css online movie ticket fully website html css javascript background lovely punjab india b_tech computer science gpa hobbies cricket carrom chess sri chaitanya junior visakhapatnam intermediate mpc intermediate mrs mariadas school icse,Not Found,"['c', 'css', 'html', 'java', 'javascript', 'linux', 'sql']"
React Developer,kanumuru deepak reddy secure position efficiently contribute growth build academic qualifications density traffic control arduino duration description traffic congestion severe problem cities across world become nightmare citizens delay signal inappropriate traffic etc delay traffic light hard depend traffic therefore traffic control demand systematic quick automatic develop density dynamic traffic signal control signal changes automatically traffic density junction microcontroller arduino contains sensors ultrasonic sensors transmitter receiver side road poles gets receives signal vehicles passes close metrolabs pvt ltd roles extensive front end developer solid website different modules reactjs software life cycle sdlc well phases analysis interface html css bootstrap javascript dom reactjs dom objects html documents express restful api url http crud components forms events keys router redux store action creator reducer etc draggable grid layout package grid react_table ag_grid library apis write code cross_platform cross_device compatible psd files pure hand_written html css pages effectively represent voice influence improve decisions consult cross_functional throughout rollout ensure designs understood appropriately website one major period modifications deletions etc communication verbal written technical expertise html css javascript responsive designs bootstrap reactjs json visual studio code systems windows father name reddy permanent address bmr nagar naidupet languages known telugu hindi english hobbies cricket news strengths punctuality positive attitude leadership teamwork languages known telugu hindi english declaration hereby declare mention true best reddy qualification institute board year completion percentage cgpa audisankara gudur jntu anantapur intermediate narayana junior naidupet board intermediate ssc navodaya high school naidupet board secondary,2 years,"['bootstrap', 'c', 'css', 'css3', 'html', 'html5', 'javascript', 'json', 'react', 'redux', 'windows']"
React Developer,haripriya battina developer reactjs javascript phone gmail haripriyabattini location visakhapatnam job put aspects source guidance technological requirements want part allows effectively use technical real world overall growth associate developr blue yonder hyderabad done copernicus main moto gtm market portal specially demo shower case blue yonder products features partners html css react ide code methodologies agile job pages html css javascript react actively stories jira tool stories solution functionalities jira bug track maintain history bugs everyday basis anil neerukonda institute sciences andhra visakhapatnam cgpa intermediate mpc nri junior visakhapatnam percentage ssc school pedapadu srikakulam cgpa academic technical strengths achievements declaration name online restaurant reservation duration description online restaurant reservation day activities restaurants kind serves world ready food java html mysql languages reactjs javascript sql software packages office html css windows ubuntu positive attitude believe punctuality teamwork towards poster coordinator radian event coordinator farewell day declare facts true best hyderabad hari priya,3 months,"['c', 'css', 'html', 'java', 'javascript', 'jira', 'ms office', 'mysql', 'react', 'sql', 'windows']"
React Developer,kamalakar reddy enterprise maintenance implementation html css javascript query react redux websites different jira git bit bucket cross browser issues major layout bugs browsers communication interpersonalskills ability independently without negative impact timelines orquality developer enlume hyderabad software engineer fortunapix private limitd hyderabad monarch tractor description monarch tractor impacts exactly without side effects helpful farmers get tractor alerts updates weather conditions analysis collection platform acts full collection analysis suit html css bootstrap react javascript lernbook description fortunapix digitalization schools modern digital schools antigua barbuda islands digitalize animates content different grades school html css react bootstrap jqery url http kkel course arena animation dilsuknagar hyderabad bachelor computers degree hyderabad technical javascript librarys reactjs redux css framework bootstrap photoshop visual studio webtechnologies html css sass operatingsystems windows mac ubuntu scriptinglanguages javascript jquery methodologies agile activities interests cricket music social activities murahari reddy gender male maritalstatus single known languages telugu english location madhapur hyderabad declaration hereby declare true correct best hyderabad kamalakar reddy,3 years,"['bootstrap', 'css', 'css3', 'git', 'html', 'html5', 'javascript', 'jira', 'jquery', 'react', 'redux', 'windows']"
React Developer,naveen sadhu software developer location hyderabad india overall tool hard enthusiastic excellent communication interpersonal analytical strong ability perform part exceptional ability learn new concepts bachelor computer science marri laxman reddy institute jntuh current inline usa edvenswa tech pvt ltd mern stack html css bootstrap description goal provide wants bike directly book slot bike problem directly book provider take bike contribution understand implement features negotiate scope priorities translate requirements meaningful stories deliver deployment code per requirement sincerely naveen sadhu mern stack frameworks framework ides eclipse visual studio code databases sql mongo database systems windows unix name naveen sadhu dob address hyderabad languages known english hindi telugu marital status single,1 years,"['bootstrap', 'css', 'html', 'sql', 'unix', 'windows']"
React Developer,opportunity software maintenance cater specific needs critical leadership languages java javascript boot angular css bootstrap html address microservices software engineer braino new delhi mongodb aws azure kailash nagar vrindavan up_281121 contact icredit multiple stream keeps database financial different sources capture oracle database apply rules expose boot rest_api endpoint consumes help grid shown beautiful regular perform multiple operations update delete read_only permission admin power refresh specifically investors investment decisions website developer designer member iaeng international freelancer association engineers develop e_commerce dynamic websites systems schools fundraiser websites ngos html css javascript adobe figma assistant professor naraina vidyapeeth institute kanpur level vehicle theft control subjects taught level emft digital communication wireless communication digital signal communication networks thesis analysis li_fi publication goswami shukla li_fi transceiver wireless doi wet journal impact factor paper got downloads views major ofdm wireless communications matlab simulations leader members matlab description ofdm key next_generation cellular communications well wireless lan matlab simulation wireless channel mimo channel mimo channel capacity reduction techniques internship bharat sanchar nigam bsnl kanpur broadband communication hands_on different fibre optics graduate aptitude test gate nptel certification course strength hobbies adaptability willingness learn leadership qualities spirit sense sci_fi movies,3+ years,"['angular', 'aws', 'azure', 'bootstrap', 'css', 'css3', 'html', 'html5', 'java', 'javascript', 'mysql', 'oracle', 'react']"
React Developer,pragnya pattnaik expertise html css javascript bootstrap react java script jquery ajax react typescript angular agile methodolgy flexible honest believe hard communications analytical maintain focus high quality deliverables pressure production production resolution tickets different priorities appropriate solutions excellent interpersonal communicator strong relationships proven ability efficiently independent environments ability optimally deadlines deliver high quality output technical educational mca ignou indira gandhi national open odisha developer smart edge india pvt ltd description golden amoon resort hotel provides hotel spa conventional centre conference hall check availability well mobile give payment online payment internet debit card credit card android help get features easily make profitable requirements implementation react front_end page html css bootstrap jquery css websites compatible google chrome description provide school ecommerce mobile app search engine optimization seo conversion psd designs html responsive layouts issues attractive layout persional name pragnya pattnaik gender female languages known english hindi odiya hereby declare written particulars true best belief ide code languages html css java script jquery type script reactjs framework bootstrap angular systems windows others office redux saga thunk node mongodb express material github name golden amoon resort golden amoon developer name internal developer url http,2 years,"['angular', 'bootstrap', 'css', 'css3', 'express js', 'github', 'html5', 'java', 'javascript', 'jquery', 'material ui', 'ms office', 'node js', 'react', 'redux', 'typescript', 'windows']"
React Developer,sri geethika prestige road number bandari layout nizampet hyderabad ui_applications excellent hands javascript html css boostarp react pages css bootstrap strong object concepts javascript dom models usability accessibility html css form architecture frame perspective boostarp responsive frameworks healthcare domain phases software life cycle excellent interpersonal abilities communication time intention hard meet deadlines stressful software engineer individual contributor front end html css javascript modules react html components responsive pages bootstrap software engineer individual contributor tasks time proactively new tasks code javascript issues software requirements functionality reactive pages html css research new implementations current requirement participate meetings give day wise updates sri krishna devaraya jntu inter mpc html css javascript react bootstrap e_services goa government e_services portal aims provide facility citizens submit online forms state online lok seva kandra lsks crm help identify target best products exactly want crm help relationships improve satisfaction provide highest level,3 years,"['bootstrap', 'css', 'css3', 'html', 'html5', 'javascript', 'react']"
React Developer,thirupathamma balla year react developer react javascript internet object concepts strong analytical ability enthusiastic eager meet challenges quick learn assimilate new concepts ideas ability efficiently independently minimal supervision without ever deadline brief technical languages react bootstrap javascript json develop reusable components developers code part write unit test cases react components thirupathamma balla year current employer predifast private react developer industry it_software software highest degree tech eee current hyderabad gender duration till predifast private designation react developer job develop javascript course institution percentage year electrical electronics tirumala gpa intermediate krishnaveni junior gpa ssc little angels high school gpa applebee predifast private size stack react nodejs net base azure sql react developer,2.8 years,"['azure', 'bootstrap', 'c', 'javascript', 'json', 'react', 'sql']"
React Developer,maryala vinay reddy successful phases software life cycle sdlc developer javascript configuration implementation maintenance developer meet needs react hooks javascript html new features reusable components front_end libraries future use strong proficiency javascript dom manipulation thorough principles familiarity newer specifications ecma script proactive learner trends industry requirements achieve organizational communication presentation interpersonal simplify organizer metrolabs pvt ltd designation developer reactjs html css javascript end end epc companies many stake holders manager warehouse manager on_site supervisor different interface many modules construction procurement optimization material inventory construction helps optimization parallelization part modules optimization material inventory construction roles requirements healthy chef creations organizer ambesttech solutions front_end developer html css javascript healthy chef creations one organic food provide menu one wants organic food diet menu register signup page login order raw materials wants menu healthy chef creations open home page see developer metrolabs pvt ltd present front_end developer ambesttech solution technical proficiency html javascript bootstrap libraries reactjs hooks style sheets css sass educational jawaharlal nehru technological hyderabad bachelor degree eee branch declaration hereby declare true best belief hyderabad vinay reddy,2 years,"['bootstrap', 'css3', 'html', 'html5', 'javascript', 'react', 'redux']"
React Developer,ui_developer react developer name krishna extensive react developer react software developer extensive pages html xml css javascript react redux json phase sdlc requirement analysis implementation maintenance extensive scrum extensive single page spas expertise document object model dom layout dom functions java script functions styles across cross_browser fire bug developer tool bar expertise framework develop spa react flux architecture redux architecture complex concepts performance websites components forms events keys router redux animations expertise video html css javascript expertise restful soap integrate front_end technical html css xml javascript json react github qualification b_tech jntu_kakinada react developer industry currently bosch current agsp auto guar age solution developer react developer develop test html css bootstrap javascript meets accessibility browser standards website interface react flux spa react_router turn single page components forms events keys router animations flux concept react flux polish single directional flow object concepts develop components could across extensively git version regularly code github jira bug track maintain history bugs issues everyday basis html css javascript bootstrap react redux json git hub jira previous site developer react developer agile scrum deliver regular updates managers pages html css javascript bootstrap redux virtual dom views components contains additional components html tags screens front end components npm node package manager redux library components forms events keys router animations flux concept react architecture components library tree slide_view grid stable components stand_alone functions future pages react faster compilation reusable components react_auto complete google maps location search webpage html css bootstrap github jenkins,3.2 years,"['bootstrap', 'css', 'css3', 'git', 'github', 'html', 'html5', 'java', 'javascript', 'jenkins', 'jira', 'json', 'npm', 'react', 'redux', 'soap', 'web services', 'xml']"
React Developer,curriculum vitae hereby declare particulars true anjani priyadarshini anjani priyadarshini developer react dob sex female city acquire position would allow creative keep require latest trends passion multitude especially online develop enable constantly learn develop areas html sass javascript frame angular react bootstrap materialize css apply thoughts fulfillment scale greater heights along aggregate osmania set knowledgeable quaqua product software engineer size react html css description quaqua digital platform integrates virtual reality content global travel tourism industry strive translate world travel videos stories provide real immersive end end travel architecture high low_level individual components standards charge quality angular modules templates directives dependency injection create spa hands angular cli command line interface expertise components forms events keys router concept new features angular new else syntax ng_templates form validators key challenges new frame technical lead developer duration size angular javascript html css description group internal consists mobile view statistics device requirement modify code base per make code reviews optimize code better maintain performance app webparts share point share point designer key challenges new frame technical lead magellan module lead duration size css java script android ios description move beyond traditional behavioral health employee assistance program specialty health musculoskeletal cardiac physical medicine care health plans employers medicaid medicare federal government architecture high low_level individual components standards charge quality key challenges issues flow orchestration module entire main contribution implementation per requirements code review mentor group developers uhcomw developer duration size css java script foundation description teen young adult ready live unitedhealthcare omwtm unitedhealthcare way learn takes independent job money easy fun right main icon fonts forms pdf online generator unit sever architecture multi_languages bootstrap frame javascript time delivery appropriate estimations paln high low_level individual components standards key challenges performance queries mobile responsive site main contribution functionality classic website current website decrease maintenance cost code review mentor group developers option monster developer duration size html css mobile jquiry mobile description trade cross_platform app built jquery mobile framework takes write less mantra next level instead unique mobile device jquery mobile framework allows single highly responsive site popular smartphone tablet desktop platforms architecture night theme roller jquery architecture high low_level individual components standards key challenges performance queries android ios view main contribution review mentor group developers developer duration size photoshop illustrator icon conversion description rockford fosgate audio fanatics rockford fosgate made lifestyle products deliver best audio cars boats recreational vehicles build car audio subwoofers car speakers car amplifiers fit ride music taste moto_marine products element ready solutions marine audio motorcycle audio utv audio systems architecture photoshop logo icon creations illustrator back_end wireframe guide lines plan mentor ensure meets needs delivery time unit qualities qualities hobbies interest,9+ years,"['angular', 'bootstrap', 'css', 'css3', 'html', 'java', 'javascript', 'jquery', 'react', 'web services']"
React Developer,durga prasad aspirant position contribute success synchronize new resourceful innovative flexible software engineer highly creative designer front end developer diverse range small websites large scale websites global base excellent frameworks strong hands hand pages seo search engine optimization standards cross_browser compatibility side javascript jquery fully responsive websites media queries flexible layouts ability create pixel pixel pages unmatchable degree creativity well technical production excellent verbal communication ability convey ideas clearly concisely persuasively flexibility judgment attention detail essential computer science gudlavalleru intermediate sri chaitanya junior high school viswakavi high school software engineer amaravati tech vijayawada till technical key html css javascript jquery json bootstrap responsive frameworks react windows dev microsoft visual studios microsoft suite edit agro description e_commerce agriculture equipment seeds router validations validations react framework validation directives http pagination overview features dependency injection digest apply cycle two_way done curd operation re_source implementation front end part interactive pages manner html css per standards bootstrap react look feel public website ajax json jquery request response broadcast emit share modules along phases html css javascript bootstrap jquery react map tag description map tag connects places fastest easiest way share directions eliminate time frustration lost online directory places important home etc mobile use take advantage capabilities smart phones map tags hold much address include things photos special instructions directional helps landmarks route guide lines contact descriptive course gps coordinates show exact location map tags private secure map tag owner individual map tags accessible owner roles html alignment issues drop menus jquery html css javascript bootstrap jquery byron description byron vision serve proper hamburgers way simple well properly restaurants hamburgers moment byron site shows menu price description dishes location restaurants chain provide news stories brand ability sign receive byron site built latest capable devices html transitions functionality html functionality device provide usability device capabilities roles html drop menus jquery dynamic background jquery mobile html css jquery sex male marital status languages known english hindi telugu declaration hereby declare true best belief vijayawada prasad,3.1 years,"['bootstrap', 'css3', 'html', 'html5', 'javascript', 'jquery', 'json', 'react', 'windows']"
React Developer,venkatalakshmi pedireddy software developer years visakhapatnam developer schemax expert techno crafts pvt ltd present visakapatnam achievements tasks front end back end ssc school cgpa board intermediate sri prakash junior sri prakash purchases purchases payments discounts retailer distributor corona awareness website provide awereness covid material mms procurement material indents transfers maintain stock material plant yii frame angular mysql warehouse wms maintain stock sale purchase dispatch yii frame angular mysql board intermediate boi track employees attendance payments employees joomla frame mysql sales sales track purchases wheeler wheeler transfer branches repo react nest type orm mysql swagger apparel apparel large track orders embroidery productivity employees plant repo react nest type orm mysql swagger enterprice resource present erp track orders procurement production logistics repo react nest type orm mysql swagger languages telugu native bilingual english full interests,3 years,"['angular', 'mysql', 'react']"
React Developer,kambala sai surendra mandepeta jntu kakinada computer science percentage leela krishna babuji polytechnic ravulapalem diploma computer engineer percentage high school tapeswaram matriculation percentage technical proficiencies react redux html css bootstrap jquery javascript ide visual studio code vscode languages java windows academic participations certificate cyberthon_2k18 apita coordinator annual fest paper presentation ethical eprozyne pragati poster presentation google glass eprozyne_2k16 pragati declaration hereby solemnly affirm always true best belief shall carry manner lends dignity worthy enough person basic html css bootstrap javascript react redux jquery analytical hands_on redux bootstrap version control repository github keeper_app github_link surendrakambala keeperapp html css javascript react notes notes procedure page notes javascript facebook front_end react github_link surendrakambala facebook html react material part facebook website login valid credentials firebase backend database posts firebase database webpages setup scratch different components jsx files languages known telugu english sex male,Not Found,"['bootstrap', 'css', 'github', 'html', 'java', 'javascript', 'jquery', 'material ui', 'react', 'redux', 'windows']"
React Developer,mareedu lokesh babu overview around years software implementation maintenance html css javascript jquery php mysql react node object php control git responsive bootstrap strong analytical problem player independently scholastics computer science vkr vnb agk gudiwada jntuk technical html css bootstap javascript jquery php react node database mysql windows ide visual studio netbeans code repository git apache installers xampp name rmc redimix concrete duration size html css bootstrap mysql react node description product built instant redimix concrete rmc product construction industry supplies redimix concrete requirement take orders mix manages sales stock single inventory control improves control inventory activities stock movements participation timely delivery per deadlines website html css include database code extensive documentation review perform validation validations dynamically status calls close follow issues review end key functionalities improvements technically software developer maganti solutions vijayawada mareedu lokesh babu signature,2 years,"['apache', 'bootstrap', 'css', 'git', 'html', 'javascript', 'jquery', 'mysql', 'node js', 'react', 'windows']"
React Developer,khizaruddin rauf currently pickupbiz solution private pune intern react software developer sound exposure bootstrap html css react hooks etc ability given communication analytical versatility adaptability dedication drive individual ability manage multiple tasks discuss interface ideas requirements interface designs ensure compatibility components interface interactions highly responsive interface components via react concepts designs wireframes high_quality code wrote interface via javascript workflows code front_end architecture troubleshoot interface software codes improve functionality performance front_end architectures interface concepts accuracy assignments allows utilize nurture contribute highly growth individually well resourceful innovative flexible swami ramanand teerth marathwada bsc kandhar maharashtra dossier total internship dob marital status languages english hindi marathi urdu hobbies new node mysql mongodb cricket wireframe pattern translation performance improvement webpage delivery front_end architecture feature webpage optimization highly responsive react components javascript bootstrap react_redux react hooks e_supermarket app pdac app dictionary employee search emi calculator piano hereby declare true best khizaruddin rauf,9 months,"['bootstrap', 'css', 'html', 'javascript', 'mysql', 'node js', 'react', 'redux']"
React Developer,name prabakaran developer years software developer different hands html css reactjs hands interaction methodology in_app purchase apps play store hands customization base_product depends requirement cohesive worker strong analytical problem interpersonal bachelor ece prist tamil nadu higher secondary mount park sec school thiyagadurgam tamil nadu sslc krishnasamy sec school cuddalore tamil nadu page basic dob pan ccrpp father name murugan residency cuddalore tamilnadu cuddalore prabakaran page windows unix mac languages html css react mobile app windows android apps constatinant layout motion layout architectural pattern mvc ide android studio aws bucket bitbucket boomi name e_commerce online store maintains react code boomi name e_commerce online store maintains react code front end developer e_commerce android html requirement given queries features restful api volley live pooja products seems available source live pooja products seems available source front end developer golden gopuram android java xml requirement given queries features restful api volley patterns todo app practice seems available source todo app practice seems available source front end developer todo app android java xml requirement given queries features restful api volley patterns,2.4+ years,"['aws', 'bitbucket', 'css', 'html', 'java', 'react', 's3', 'unix', 'windows', 'xml']"
React Developer,sonone react developer includes hands pages reactjs redux javascript html css extensive analysis interfaces communication collaboration proficiency new technical concepts quickly utilize productive manner player strong interpersonal technical reactjs javascript html css currently saffire softtech pune react developer ecommerce portal react developer roles develop per requirement mockup react create pages different screen resolutions css material develop components per requirement website react developer roles react components website functionalities website css material educational qualification marital status single language known english hindi marathi declaration hereby declare particulars true best pune pranish sonone examination board year result rtmnu maharashtra cbse,1 years,"['css', 'css3', 'html5', 'javascript', 'material ui', 'react', 'redux']"
React Developer,ranga gaganam successful phases software life cycle sdlc developer javascript configuration implementation maintenance developer meet needs react hooks javascript html new features reusable components front_end libraries future use strong proficiency javascript dom manipulation thorough principles familiarity newer specifications ecma script proactive learner trends industry requirements achieve organizational communication presentation interpersonal care organizer metrolabs pvt ltd designation junior developer reactjs html css javascript several modules employee patients admission lab prescription pharmacy roles components signup page login authentications use firebase care software react hospitals manage different stake holders accountant admin doctor lab technician physical,1+ years,"['css3', 'html', 'html5', 'javascript', 'react']"
React Developer,shaik abdul sharuk wipro pursuit utilize strengths conjunction common goal mutual growth linkedin github sharukabdul email address sharukabdul wipro mar_2019 feb_2021 senior associate job auto machine waymo self car autonomous vehicles objects test real time scenario lidar per lidar test label object technical github blog react to_do list built react_redux sharukabdul todo_list simple to_do list app built react redux app built features add delete mark complete to_do item redux library state highlight to_do status crosses completion languages english hindi telugu read write speak declaration hereby declare correct true best shaik abdul sharuk sana electrical electronics suguna junior intermediate teja talent school ssc mini control dynamic voltage restorer battery energy storage main level invertor multi level statcom high power appications,2 years,"['github', 'react', 'redux']"
